Window,daves name,circadian,color,frame,occupant,treatment,objects,signage,notable,special
window-409,window-0929,awake,blue,double-hung,none,sheer curtains,framed art,none,a warm flame-like glow peeks through a translucent blue curtain above a cluttered sill.,no
window-410,window-0214,awake,orange,double-hung,none,curtains|security,none,none,"glowing orange draped curtains behind a barred lower sash create a warm, enigmatic glow.",no
window-411,window-0440,awake,orange,double-hung,none,roller shade,bottle,none,silhouetted bathroom bottles glow against a warm amber-lit shade.,no
window-412,window-0480,awake,green,other,none,vertical blinds,open sign|neon sign|signage|spa,open foot massage,"a glowing led ""open foot massage"" sign hangs against pale vertical blinds in a green-tinted window.",no
window-413,window-0593,awake,orange,double-hung,ghoul,pleated shade,string lights|holiday decoration|sign|signage,give thanks,"a glowing orange thanksgiving display with a lit ""give thanks"" sign and string lights framing the panes.",no
window-414,window-0299,awake,amber,double-hung,none,none,plants,none,a silhouetted rubber plant rises against a glowing amber interior.,no
window-415,window-0582,awake,blue,double-hung,none,none,plants|air conditioner,none,silhouetted houseplants spread against an eerie blue interior glow above a window air conditioner.,no
window-416,window-0872,awake,black,double-hung,none,none,neon sign|signage,none,a white neon diamond outline glows against a near-black window.,yes
window-417,window-0660,awake,orange,double-hung,none,sheer curtains,lamp,none,a glowing orange interior diffused through sheer curtains with a warm lamp below.,no
window-418,window-0395,awake,orange,double-hung,none,none,bottle,none,a deep amber glow fills a double-hung window with shadowy objects clustered on the sill.,no
window-419,window-0340,awake,brown,double-hung,none,sheer curtains,plants,none,a small potted plant silhouetted on the sill against soft sheer curtains.,no
window-420,window-0135,awake,black,double-hung,none,none,bottle|plants,none,a row of backlit colored glass bottles glows warmly on the upper shelf of a dark window.,no
window-421,window-0870,awake,red,double-hung,none,sheer curtains,flowers|plants,none,a vivid red curtained window glowing with a bright warm light and a single red rose on the sill.,no
window-422,window-0669,awake,orange,double-hung,silhouette,frosted glass,none,none,a shadowy human silhouette looms behind amber frosted glass.,no
window-423,window-0676,awake,amber,double-hung,none,curtains,flowers|vase|plants,none,a small vase of green pom-pom flowers sits alone against a softly glowing amber wall.,no
window-424,window-0007,awake,orange,double-hung,none,curtains,string lights,none,"a row of warm bulbs glows above orange curtains, casting a deep amber warmth through the double-hung frame.",no
window-425,window-0664,awake,amber,double-hung,none,sheer curtains,lamp,none,a glowing lamp behind floral sheer curtains casts a warm amber light with shadowy silhouettes on the sill.,no
window-426,window-0639,awake,amber,double-hung,none,venetian blinds,none,none,warm amber glow filters through closed venetian blinds in a darkened double-hung window.,no
window-427,window-0017,awake,red,double-hung,none,curtains,plants,none,an intense red glow silhouettes a houseplant against the curtained glass.,no
window-428,window-0153,awake,orange,double-hung,none,security,holiday decoration,none,paper snowflakes glow against a warm amber interior framed by ornate security bars.,no
window-429,window-0682,awake,amber,double-hung,none,roller shade,air conditioner,none,a softly glowing amber window with a roller shade and an old air conditioner unit at the base.,no
window-430,window-0920,awake,red,paned grid,none,curtains,none,none,"a dark paned window glowing red below and amber above, split into bold color blocks.",no
window-431,window-0505,awake,blue,double-hung,none,sheer curtains,flag|signage,cote,a puerto rican flag hangs behind sheer curtains above star-shaped decorations in the lower pane.,no
window-432,window-0796,awake,green,double-hung,none,roller shade|sheer curtains,plants,none,a lush bamboo plant and small succulents line the sill beneath a half-drawn shade.,no
window-433,window-0831,awake,amber,double-hung,none,none,none,none,a small cloud-shaped silhouette sits on the sill against a glowing amber pane.,no
window-434,window-0609,awake,amber,double-hung,none,roller shade,plants,none,a dim amber glow with murky shadows of plants pressed behind a drawn shade.,no
window-435,window-0909,awake,amber,paned grid,cat,none,ceiling fixture,none,a silhouetted cat sits beneath a glowing ceiling light in an amber-saturated paned window.,no
window-436,window-0680,awake,orange,paned grid,none,lace curtains,furniture,none,a floral fringed shawl draped across the panes glows in intense orange-red light.,no
window-437,window-0105,awake,orange,double-hung,none,sheer curtains,plants,none,silhouetted plants stand against a glowing red-orange interior wall.,no
window-438,window-0720,asleep,brown,double-hung,none,roller shade,poster|signage,liberate you have the power,a papered-over window covered in blue graffiti tags and pasted activist posters reading 'liberate'.,no
window-439,window-0950,awake,brown,double-hung,none,none,lamp,none,"a dim amber interior glows faintly behind mostly darkened glass, with a lamp silhouette at the sill.",no
window-440,window-0056,awake,brown,double-hung,none,security,plants,none,a weathered window with a decorative metal sun ornament and a sagging window box behind an ornate iron railing.,no
window-441,window-0013,awake,blue,double-hung,none,curtains,none,none,an intense electric-blue glow saturates the curtained pane above a dark wire rack on the sill.,no
window-442,window-0154,awake,amber,double-hung,none,security,plants|string lights,none,"hanging paper snowflake decorations silhouetted against a warm amber glow create a festive, intimate scene.",no
window-443,window-0279,awake,amber,double-hung,none,none,glassware,none,"a deep amber glow fills the lower panes while the top half stays in shadow, with glassware silhouetted against the light.",no
window-444,window-0642,awake,purple,double-hung,none,sheer curtains,string lights,none,multicolored string lights glow softly behind sheer curtains beside a small bird image.,no
window-445,window-0100,awake,amber,other,none,stained glass,none,none,a geometric stained-glass window glowing amber and green behind a diamond-patterned grille.,no
window-446,window-0003,awake,amber,double-hung,none,sheer curtains,plants|flowers,none,a flowering geranium silhouetted against a glowing amber curtain in a double-hung window.,no
window-447,window-0759,awake,red,other,none,none,poster|sign|signage,典禮 feast lounge,"a glowing red digital poster depicting a chinese pagoda and city skyline advertising ""feast lounge"".",no
window-448,window-0203,awake,amber,double-hung,none,curtains,lamp|fan,none,a box fan silhouetted against the warm amber glow of a lampshade.,no
window-449,window-0378,awake,brown,double-hung,none,security,plants,none,"a dim, shadowy window behind security bars with a faint orange glow and cluttered kitchen items.",no
window-450,window-0810,awake,white,double-hung,none,none,sign|signage,luk & luk attorneys at law leon k. luk charles k. luk tel: 212-219-8686,a law office window with painted red lettering advertising luk & luk attorneys at law.,no
window-451,window-0383,awake,amber,double-hung,none,roller shade,lamp,none,a half-drawn shade reveals a warm lamp glow at the bottom of an otherwise dim window.,no
window-452,window-0430,awake,amber,double-hung,none,sheer curtains,lamp|furniture,none,a deep amber glow saturates the sheer-curtained window with soft silhouettes of furniture inside.,no
window-453,window-0359,asleep,brown,double-hung,none,venetian blinds,air conditioner,none,"a cluttered, dimly lit window crowded with boxes, papers, and an air conditioner behind partially raised blinds.",no
window-454,window-0297,awake,amber,casement,none,none,lamp|fan|ceiling fixture,none,a warmly lit interior with a ceiling fan and rows of glowing pendant lights behind tall casement panes.,no
window-455,window-0035,awake,gold,other,none,frosted glass,none,none,a tall frosted-glass panel etched with a golden leaf-and-vine motif glowing softly from within.,no
window-456,window-0307,awake,amber,double-hung,ghoul,venetian blinds,string lights,none,"a cloaked skeleton figure stands before warm blinds beneath glowing orange autumn branches, a striking halloween display.",no
window-457,window-0624,awake,amber,double-hung,none,none,plants,none,an amber-lit window crowded with hanging and potted plants behind a security railing.,no
window-458,window-0234,awake,black,other,none,none,open sign|neon sign|signage,yes! we are open,"a multicolored ""yes! we are open"" neon sign glows against a dark window.",no
window-459,window-0482,awake,amber,double-hung,none,sheer curtains,plants,none,a glowing amber window with sheer curtains and a silhouetted plant on the sill.,no
window-460,window-0578,awake,orange,double-hung,none,roller shade,string lights|holiday decoration,none,two illuminated holiday decorations — a cornucopia and a snowman — framed by colorful string lights in a glowing double-hung window.,no
window-461,window-0667,awake,black,double-hung,none,venetian blinds,none,none,warm amber light seeps through partially raised venetian blinds in an otherwise dark window.,no
window-462,window-0315,awake,amber,double-hung,none,venetian blinds,none,none,"glowing amber light pours through venetian blinds, silhouetting objects on a sill below.",no
window-463,window-0332,awake,amber,double-hung,none,stained glass,framed art,none,a stained-glass panel depicting a flowering tree glows warmly in the lower sash.,no
window-464,window-0646,awake,gray,other,none,none,poster|sign|signage,hook & ladder 20 instagram tankthedalmatian,a lit display case showing a firefighter dalmatian t-shirt for hook & ladder 20.,no
window-465,window-0463,awake,black,double-hung,none,venetian blinds,bottle|jar,none,red chinese characters glow against darkened venetian blinds above a shadowy kitchen sill.,no
window-466,window-0009,asleep,brown,double-hung,none,none,air conditioner|flag,none,an american flag hangs in the dim upper pane above a window air conditioner.,no
window-467,window-0741,awake,gray,paned grid,none,sheer curtains,plants|air conditioner,none,a window-unit air conditioner sits above sheer curtains with potted plants lined along the sill.,no
window-468,window-0995,awake,black,other,none,stained glass,framed art,none,an ornate victorian stained-glass window depicting a robed figure within a central medallion.,yes
window-469,window-0960,asleep,brown,paned grid,none,curtains,books,none,a row of books lines the lower sill behind a wooden paned window glowing warmly.,no
window-470,window-0566,awake,black,double-hung,none,sheer curtains,plants|bonsai,none,a bonsai-like plant silhouetted against a small patch of warm amber glow in an otherwise dark window.,no
window-471,window-0608,awake,amber,double-hung,none,roller shade,none,none,"a glowing amber interior seen through textured, sparkling glass casting shadowy forms.",no
window-472,window-0848,awake,amber,double-hung,none,none,plants,none,silhouetted houseplants on a sill glow against a warm amber backlit window.,no
window-473,window-0656,awake,amber,double-hung,none,none,plants|bottle,none,a large potted plant silhouetted dramatically against a warm amber-lit interior.,no
window-474,window-0112,awake,green,paned grid,none,none,string lights|holiday decoration,none,a decorated christmas tree with twinkling lights and a gnome figurine fills the paned window.,no
window-475,window-0628,awake,amber,double-hung,none,none,lamp|plants,none,a glowing table lamp anchors the window beneath a hanging plant in a cascading planter.,no
window-476,window-0254,awake,orange,double-hung,none,roller shade,flowers|plants,none,a shadowy plant silhouette presses against the warm amber shade of the lower pane.,no
window-477,window-0993,awake,black,other,none,stained glass,framed art,none,an ornate stained-glass window featuring a portrait medallion of a figure surrounded by decorative floral and geometric panels.,yes
window-478,window-0580,asleep,green,double-hung,none,none,holiday decoration,none,glittering snowflake decals cling to the dark panes of a quiet double-hung window.,no
window-479,window-0647,awake,amber,double-hung,none,sheer curtains,plants,none,silhouetted potted plants on the sill against a glowing amber sheer curtain.,no
window-480,window-0028,awake,amber,double-hung,none,venetian blinds,none,none,a glowing amber double-hung window fully covered by warm venetian blinds.,no
window-481,window-0195,awake,orange,double-hung,none,venetian blinds,plants,none,silhouetted potted plants sit on the sill beneath warmly glowing partially-raised blinds.,no
window-482,window-0820,awake,black,other,none,none,poster|sign|signage|spa,none,two backlit spa advertising panels showing hot-stone and foot massage imagery framed in black.,no
window-483,window-0606,awake,amber,paned grid,none,sheer curtains,air conditioner,none,a glowing amber-curtained window with an air conditioner unit set into the lower pane.,no
window-484,window-0514,awake,red,other,ghoul,none,none,none,a tattered hooded ghoul figure hangs against a blood-red glowing backdrop.,no
window-485,window-0235,awake,yellow,other,none,none,neon sign|poster|sign|signage,spectral sessions jiret,a glowing yellow neon script sign hovers above a dark poster behind glass.,no
window-486,window-0516,awake,amber,double-hung,none,venetian blinds,none,none,a warm amber glow radiates through venetian blinds behind an ornate wrought-iron balcony railing.,no
window-487,window-0213,asleep,brown,double-hung,none,curtains,none,none,a small teal ornament hangs against warm amber curtains in an otherwise dim window.,no
window-488,window-0460,awake,black,other,none,none,plants|mirror,none,a dimly lit interior shelf with a leafy plant and a mirror emerging from deep shadow.,no
window-489,window-0581,awake,green,double-hung,none,curtains,figurine|plants,none,an eerie green glow illuminates figurines and a model ship on the dark windowsill.,no
window-490,window-0104,awake,white,double-hung,none,roller shade,none,none,a dark-framed double-hung window with pale horizontal shades softly lit from within.,no
window-491,window-0747,awake,brown,double-hung,none,roller shade,air conditioner|flowers|plants|vase,none,red roses and dried blooms line the sill above a window air conditioner.,no
window-492,window-0761,awake,blue,double-hung,none,none,poster|framed art,none,"a large painted portrait of a man with a yellow tie fills the window, glowing against a blue background.",no
window-493,window-0589,awake,amber,double-hung,cat,sheer curtains,plants,none,"a warm amber glow silhouettes a leafy plant behind sheer curtains in a paned double-hung window, a cat hidden among the leaves.",no
window-494,window-0584,awake,orange,double-hung,ghoul,sheer curtains,string lights,none,a glowing string-light jack-o'-lantern face floats against sheer curtains in warm orange light.,no
window-495,window-0987,awake,amber,double-hung,none,sheer curtains,plants|figurine,none,a row of small bird figurines lined along the windowsill behind warm sheer curtains.,no
window-496,window-0692,awake,amber,paned grid,none,none,none,none,a four-pane arched window glowing soft amber with shadowy clutter on the sill below.,no
window-497,window-0635,awake,red,paned grid,none,roller shade,air conditioner,none,a deep red glow seeps through panes above a window air conditioner unit.,no
window-498,window-0934,awake,orange,other,none,none,plants,none,"a glowing amber-orange void framed in dark wood, with small plants huddled on the sill.",no
window-499,window-0472,awake,amber,double-hung,none,venetian blinds,plants|books|furniture,none,a trailing vine silhouette drapes across half-raised blinds above a warm red-lit bookshelf interior.,no
window-500,window-0462,awake,black,other,none,none,lamp|plants,none,a leafy potted plant glows against a warm amber light deep inside a dark window.,no
window-501,window-0145,awake,brown,double-hung,none,roller shade,plants|string lights,none,a windowsill garden of potted plants silhouetted against a warm shaded glow.,no
window-502,window-0238,awake,black,double-hung,none,venetian blinds|security,figurine,none,"a glowing orange-red draped form sits behind barred glass beneath an ornate iron scroll, eerily figure-like.",no
window-503,window-0094,awake,blue,double-hung,none,none,open sign|neon sign|sign|signage|spa,open grace spa bodywork & foot rub 347-318-8866 open 7 days 10am-10pm,a multicolored open neon sign glows above a grace spa placard in a deep blue window.,no
window-504,window-0217,awake,amber,double-hung,none,roller shade,none,none,a warm amber glow radiates through a drawn shade behind a dark double-hung window with a railing silhouette.,no
window-505,window-0919,awake,orange,double-hung,none,roller shade,plants,none,silhouetted houseplants crowd both panes against a deep amber-orange interior glow.,no
window-506,window-0356,awake,orange,paned grid,none,none,lamp|plants,none,"a glowing dome table lamp casts deep amber-orange light through a tall divided window, with a small red light point below.",no
window-507,window-0394,awake,amber,double-hung,none,pleated shade,air conditioner,none,a glowing amber pleated shade fills the double-hung window above a silhouetted air conditioner.,no
window-508,window-0216,asleep,brown,double-hung,none,sheer curtains,plants,none,"terracotta potted plants sit on the sill behind a dim, sheer-curtained double-hung window.",no
window-509,window-0271,awake,brown,double-hung,none,curtains,none,none,a draped curtain gathered into a knotted point dominates the dim double-hung window.,no
window-510,window-0694,awake,amber,double-hung,none,venetian blinds,none,none,warm amber blinds above glow against an electric purple light spilling along the windowsill.,yes
window-511,window-0883,awake,brown,other,none,venetian blinds,lamp|flag|holiday decoration|flowers|plants|signage,usa,"a red-white-and-blue ""usa"" decoration hangs above a cluster of small american flags.",no
window-512,window-0466,awake,blue,other,none,none,none,none,a glowing screen displays vivid blue and magenta scanline imagery of embracing silhouetted figures.,yes
window-513,window-0011,asleep,black,double-hung,none,curtains|venetian blinds,none,none,a mostly dark window with eerie red light glowing through the slats of the lower blinds.,no
window-514,window-0528,asleep,red,other,none,abandoned,poster,none,a pixel-art mural of a green cartoon turtle warrior fills the entire arched doorway against a red brick backdrop.,yes
window-515,window-0743,asleep,black,double-hung,none,roller shade,flowers|plants,none,"a pale orchid and small potted plants sit on the sill of a darkened, half-shaded window.",no
window-516,window-0227,awake,orange,arched,none,pleated shade,string lights|furniture,none,an arched window glowing amber-orange with a string of unlit lights draped across the top pane.,no
window-517,window-0447,awake,blue,double-hung,none,sheer curtains|stained glass,flag,none,a small american flag hangs over sheer curtains above a colorful stained-glass lower pane.,no
window-518,window-0229,awake,gold,double-hung,none,curtains,none,none,"a shimmering iridescent golden curtain catches light in a glittering, almost holographic texture.",no
window-519,window-0568,awake,amber,storefront,none,none,bottle|flowers|plants,none,large sculptural paper flowers loom over a warmly lit boutique display window.,no
window-520,window-0146,awake,brown,double-hung,none,sheer curtains,plants,none,a windowsill garden of potted plants silhouetted against soft sheer curtains with small figurines below.,no
window-521,window-0757,asleep,brown,other,none,abandoned,none,none,"a bricked-up opening filled with a decorative herringbone brick pattern, no glass at all.",no
window-522,window-0924,awake,gray,paned grid,none,none,none,none,a multi-paned industrial window covered in scrawled graffiti tags glowing dimly from within.,no
window-523,window-0270,awake,pink,double-hung,none,sheer curtains,none,none,"sheer curtains glow from hot pink to orange, with cat silhouettes peering out from the lower pane.",no
window-524,window-0224,awake,green,double-hung,none,vertical blinds,plants,none,silhouetted plants sit before vertical blinds bathed in an eerie teal-green glow.,no
window-525,window-0815,awake,green,other,ghoul,none,figurine|sign|signage,for retail sales by appointment only 212.290.2825,a menacing winged horned demon statue glows green behind dark glass with a retail appointment sign.,yes
window-526,window-0737,asleep,white,double-hung,none,roller shade,plants,none,potted plants and a small candle line the sill beneath a drawn shade.,no
window-527,window-0284,awake,amber,double-hung,none,roller shade,none,none,a glowing amber roller shade decorated with a dark leaf silhouette pattern fills the lower sash.,no
window-528,window-0155,awake,red,arched,none,sheer curtains,plants|air conditioner|signage,skoe,a red-glowing arched window draped in floral sheers above a graffiti-tagged air conditioner.,no
window-529,window-0053,awake,amber,paned grid,none,none,none,none,a dark-framed multi-pane window glows with soft amber light revealing a hazy interior and distant cityscape silhouette.,no
window-530,window-0110,awake,amber,paned grid,none,security,string lights,none,a dark diamond-mesh grille covers a multi-paned window glowing amber with scattered warm lights behind it.,no
window-531,window-0458,awake,gold,other,none,none,poster|sign|signage,绝不要求付款,a glowing backlit wedding-service advertisement poster filled with bridal photos and chinese text.,no
window-532,window-0491,awake,amber,double-hung,cat,none,none,none,a cat sits in the warm amber glow of the lower pane behind a bright blue frame.,no
window-533,window-0021,awake,brown,double-hung,none,sheer curtains,lamp,none,a blue glowing bug-zapper-style lantern hangs above a small red-lit panel behind sheer curtains.,no
window-534,window-0557,awake,red,other,none,none,neon sign|signage,chakra healing,"a glowing red neon sign reading ""chakra healing"" with a meditating figure silhouette.",no
window-535,window-0172,awake,amber,double-hung,none,lace curtains,none,none,patterned lace curtains glow amber with shadowy objects pressed against the glass.,no
window-536,window-0981,awake,orange,double-hung,none,none,lamp|plants,none,a glowing red chinese lantern hangs amid trailing plants behind a dark double-hung window.,no
window-537,window-0320,awake,orange,double-hung,none,curtains,lamp|plants,none,tree branches silhouette against a warm amber curtained window glowing from within.,no
window-538,window-0417,awake,gray,other,none,roller shade,lamp|furniture,none,a cool gray interior with a single warm amber lamp glowing in a back room.,no
window-539,window-0641,awake,red,other,none,curtains,neon sign|string lights|signage,none,a glowing red neon eye dominates a dark curtained window framed in black.,no
window-540,window-0607,awake,blue,paned grid,none,none,none,none,an intense blue glow silhouettes shadowy clutter behind a six-over-six paned window.,no
window-541,window-0058,awake,blue,other,none,frosted glass,sign|signage,blue door dvd,"a frosted, condensation-streaked pane glows blue with a faint ""blue door dvd"" sign behind it.",no
window-542,window-0884,awake,magenta,paned grid,none,none,neon sign|books|signage,books,a pink neon sign depicting a stack of books glows above shelves of books in a paned bookshop window.,yes
window-543,window-0140,asleep,black,double-hung,none,roller shade|curtains,none,none,a dim double-hung window with a half-drawn shade above and a tied-back pale curtain below.,no
window-544,window-0684,awake,gray,other,none,none,sign|signage,rezine,heavily graffiti-covered glass door scrawled with white and orange tags over a dim warm interior.,no
window-545,window-0449,awake,black,arched,none,sheer curtains|security,lamp,none,an arched window framed by ornate wrought-iron scrollwork glows warm amber behind sheer curtains with a small red lamp inside.,no
window-546,window-0485,awake,amber,paned grid,none,lace curtains,plants,none,ornate damask-patterned lace curtains glow amber above a leafy potted plant on the sill.,no
window-547,window-0724,asleep,brown,other,none,none,books,none,a dark recessed shelving unit nearly empty save for a row of books leaning on the bottom shelf.,no
window-548,window-0612,awake,gray,double-hung,none,roller shade,plants|flowers,none,delicate orchids in pots silhouetted against a dimly lit shaded window.,no
window-549,window-0722,awake,amber,double-hung,none,venetian blinds,air conditioner|framed art,none,a framed black-and-white photo of a suspension bridge glows behind partly raised warm-toned blinds above a window air conditioner.,no
window-550,window-0962,awake,red,paned grid,none,none,neon sign|string lights|signage,none,a glowing red neon sign with arrow shapes fills a multi-paned window in deep darkness.,no
window-551,window-0159,awake,blue,double-hung,none,venetian blinds,string lights,none,curtain of twinkling string lights glowing blue and purple behind venetian blinds.,no
window-552,window-0549,awake,brown,double-hung,none,sheer curtains|roller shade,lamp|flowers|plants,none,a backlit flowering plant silhouettes against a warm sheer-curtained lower pane below a glowing shaded upper window.,no
window-553,window-0409,awake,amber,paned grid,none,curtains,books|plants,none,a small teal spherical object stands out against the warm amber clutter of books and a hanging plant.,no
window-554,window-0144,awake,brown,double-hung,none,none,lamp|plants,none,a hanging plant silhouetted against a softly glowing pendant lamp dominates the dark double-hung window.,no
window-555,window-0740,awake,amber,double-hung,none,roller shade,air conditioner,none,a warm amber glow filters through a patterned shade above a dark security grille.,no
window-556,window-0837,awake,white,double-hung,none,sheer curtains,plants,none,snowflake decals adorn the lower panes above a row of potted plants on the sill.,no
window-557,window-0748,awake,brown,double-hung,none,sheer curtains,neon sign|poster|signage|spa,just relax foot massage,"a neon ""foot massage"" sign glows beneath a poster of a woman's face in a dim window.",no
window-558,window-0291,awake,red,double-hung,none,curtains,none,none,a fiery red-to-yellow gradient glows behind drawn curtains in a dark double-hung frame.,no
window-559,window-0346,awake,amber,double-hung,none,frosted glass,bottle,none,"a frosted, foggy double-hung window glowing amber with soft silhouettes of bottles and clutter behind it.",no
window-560,window-0611,awake,white,double-hung,none,sheer curtains,plants|flowers,none,purple and white orchids bloom on the sill behind a soft sheer curtain.,yes
window-561,window-0208,awake,orange,other,none,venetian blinds,string lights,none,warm amber light glows through a graffiti-scrawled glass door with a circular logo and partial blinds.,no
window-562,window-0242,awake,white,paned grid,none,none,plants|fan,none,a hanging pothos plant casts soft shadows above a circular fan against a warm pale wall.,no
window-563,window-0023,asleep,black,storefront,none,none,neon sign|sign|signage,trade fashion,a blue 'trade' neon glows above a dim mannequin display in a dark storefront window.,no
window-564,window-0150,awake,orange,paned grid,none,security,plants,none,"a security-gated window glowing amber behind a metal mesh, with a bicycle and plant silhouetted inside.",no
window-565,window-0160,awake,amber,double-hung,none,roller shade,none,none,a warm amber glow fills the upper pane behind a partly drawn shade while the lower pane stays dim.,no
window-566,window-0245,awake,white,paned grid,none,frosted glass,furniture,none,"silhouetted objects and decorative lettering sit against frosted, glowing windowpanes.",no
window-567,window-0869,awake,gray,storefront,ghoul,none,figurine|sign|signage,forbidden,a life-size chrome endoskeleton robot holding a weapon stands menacingly in a storefront display.,no
window-568,window-0918,awake,amber,double-hung,none,sheer curtains,plants,none,a silhouetted potted plant rests against warm glowing sheer curtains framed like a film strip.,no
window-569,window-0005,awake,orange,double-hung,none,none,clock|framed art,none,a warm peach-toned interior with a round wall clock and framed picture glimpsed through bare glass.,no
window-570,window-0531,awake,purple,other,none,none,open sign|neon sign|signage,open,"a glowing red and pink ""open"" neon sign hovers in a darkened purple-lit window.",no
window-571,window-0518,asleep,black,double-hung,none,roller shade,none,none,a nearly black window with a thin sliver of warm light leaking past a lowered shade.,no
window-572,window-0177,awake,green,paned grid,none,none,plants,none,"silhouetted potted plants line the sill against a pale, foggy green-lit glass.",no
window-573,window-0703,awake,amber,double-hung,none,none,plants|string lights|holiday decoration,none,a lit christmas tree glows below a hanging plant in a warm amber window.,no
window-574,window-0179,awake,brown,double-hung,none,sheer curtains,none,none,"a glowing amber slit of light cuts through dark sheer curtains, revealing a shadowed interior.",no
window-575,window-0529,awake,orange,double-hung,none,none,lamp,none,a glowing orange lamp casts a fiery silhouette of indistinct objects against the dark glass.,no
window-576,window-0850,awake,orange,casement,none,venetian blinds,bottle|jar,none,glowing amber light silhouettes bottles and jars beneath half-drawn venetian blinds.,no
window-577,window-0765,awake,orange,other,none,none,poster|signage|spa,none,a backlit spa advertisement showing a couple receiving massages and a foot massage.,no
window-578,window-0542,asleep,brown,double-hung,none,curtains,none,none,a dim amber-curtained upper sash glows faintly above a dark gridded lower pane.,no
window-579,window-0561,awake,blue,double-hung,none,frosted glass,plants,none,"spiky plant silhouettes loom behind a frosted, glowing blue windowpane.",no
window-580,window-0137,awake,teal,other,none,sheer curtains,open sign|neon sign|signage,open,a neon palm flanked by two yellow stars glows above an open sign in a teal-tinted window.,yes
window-581,window-0351,awake,amber,glass block,none,none,none,none,"a grid of glowing glass blocks set in deep black, radiating warm amber light.",no
window-582,window-0139,awake,amber,double-hung,none,roller shade|curtains,lamp|flowers|plants,none,a glowing bare bulb beside a cluster of warm-lit flowers in a white double-hung window.,no
window-583,window-0045,awake,magenta,double-hung,none,none,sign|figurine|signage,yoga,an intense magenta glow saturates the window with a faintly readable yoga sign and a pale figurine inside.,no
window-584,window-0158,awake,amber,double-hung,none,none,plants,none,multiple macrame-hung plants silhouetted against a soft amber interior glow.,no
window-585,window-0545,awake,amber,double-hung,none,frosted glass,bottle,none,a glowing amber frosted window with dark silhouettes of bottles lined along the sill.,no
window-586,window-0261,awake,amber,double-hung,none,sheer curtains,none,none,a softly glowing amber window veiled by sheer curtains with warm reflections on the glass.,no
window-587,window-0054,awake,amber,double-hung,none,roller shade,none,none,a softly glowing amber double-hung window with a paned upper sash and lowered shade.,no
window-588,window-0845,awake,orange,paned grid,none,security,plants,none,a backlit plant casts dramatic silhouettes against a glowing amber window behind security bars.,no
window-589,window-0758,awake,amber,double-hung,none,roller shade,kitchenware,none,a warmly lit kitchen counter with a knife block and paper towel roll glimpsed below a half-drawn shade.,no
window-590,window-0101,awake,amber,double-hung,none,sheer curtains,figurine,none,a small statuette of a standing male figure silhouetted against the softly glowing curtain.,no
window-591,window-0380,awake,amber,double-hung,none,sheer curtains,string lights|plants,none,a glowing wreath and dense fairy lights shimmer through condensation-misted glass.,no
window-592,window-0046,awake,magenta,double-hung,none,none,grow light,none,an intense magenta grow-light glow floods the window with vivid pink shadows of plants inside.,no
window-593,window-0670,awake,amber,paned grid,none,none,lamp|furniture,none,a black-framed grid window glowing warm amber with a lamp silhouetted on the lower sill.,no
window-594,window-0083,awake,amber,paned grid,none,none,plants|holiday decoration|string lights|flag,none,a lit christmas wreath crowns a window draped with a ukrainian flag.,no
window-595,window-0878,awake,amber,double-hung,none,none,plants,none,silhouetted potted plants glow against a warm amber-lit window in surrounding darkness.,no
window-596,window-0655,awake,orange,double-hung,none,none,poster|plants|framed art,none,a glowing window crowded with collage-like posters of figures in sunglasses and orange tones.,no
window-597,window-0650,awake,red,other,none,frosted glass,none,none,a textured frosted glass pane glowing fiery red-orange with faint graffiti scrawls.,no
window-598,window-0117,awake,amber,double-hung,none,sheer curtains,string lights|holiday decoration,none,a glowing christmas tree shimmers behind a hazy sheer-covered window.,no
window-599,window-0515,awake,amber,double-hung,none,venetian blinds,plants,none,warm amber light glows through venetian blinds above a dark planter-lined balcony railing.,no
window-600,window-0501,awake,black,casement,none,curtains,lamp,none,a single glowing orb lamp casts warm amber light in an otherwise dark curtained window.,no
window-601,window-0576,asleep,amber,double-hung,none,roller shade,air conditioner,none,a window unit air conditioner sits below a glowing amber bamboo-style shade.,no
window-602,window-0889,awake,amber,double-hung,none,sheer curtains,plants,none,monstera leaves silhouetted against sheer curtains glowing with a soft amber light.,no
window-603,window-0648,awake,amber,double-hung,none,security,figurine,none,"a warm amber window behind ornate scrolled bars, with cat figurines including one glowing green on the sill.",no
window-604,window-0434,awake,blue,double-hung,none,pleated shade,air conditioner|signage,frigidaire,an intense electric-blue glow fills the pleated shades above a frigidaire air conditioner.,no
window-605,window-0938,awake,amber,paned grid,none,none,plants|vase,none,a silhouetted amphora-shaped vase and a leafy plant glow against a saturated amber-lit eight-pane window.,no
window-606,window-0915,awake,amber,double-hung,none,roller shade,lamp,none,a silhouetted lamp glows against a richly amber-lit shade in a classic double-hung window.,no
window-607,window-0256,awake,black,other,none,none,plants|furniture,none,tall potted plants silhouetted on a dark console beneath a warmly lit ceiling.,no
window-608,window-0892,awake,amber,double-hung,none,none,figurine|vase,none,silhouetted figurines and a trophy perch on a sill above shelves of bowls in warm amber light.,no
window-609,window-0871,awake,black,other,none,none,neon sign|signage,none,a white neon flame or leaf shape glows against a dark window beneath a scalloped awning.,no
window-610,window-0171,awake,amber,double-hung,none,lace curtains,air conditioner,none,warm amber light glows through patterned lace curtains above a dark air conditioner unit.,no
