window,id,circadian,color,frame,occupant,treatment,objects,signage,notable,special,master
window-0497,w-631,AWAKE,amber,double-hung,,,plants,,A window densely filled with silhouetted houseplants glowing against warm amber light.,yes,WINDOWSTACK2026_6_0060_windows-03342.png
window-0498,w-633,AWAKE,amber,double-hung,,,plants,,"Silhouetted plants fill a warmly glowing window, their fronds reaching against the amber interior light.",,WINDOWSTACK2026_6_0062_windows-03337.png
window-0499,w-634,AWAKE,amber,double-hung,,sheer curtains,lamp|plants,,A leafy plant silhouetted against a warm amber glow filling a black-framed double-hung window.,,WINDOWSTACK2026_6_0063_windows-03335.png
window-0500,w-635,ASLEEP,brown,other,,abandoned,,,A bricked-up window covered in large white-and-black graffiti throw-up within an ornate frame.,yes,WINDOWSTACK2026_6_0064_windows-03314.png
window-0501,w-636,AWAKE,black,casement,,curtains,lamp,,A single glowing orb lamp casts warm amber light in an otherwise dark curtained window.,,WINDOWSTACK2026_6_0065_windows-03309.png
window-0502,w-637,AWAKE,black,casement,,curtains,,,A dim amber glow and a glowing orb hover behind dark drawn curtains.,,WINDOWSTACK2026_6_0066_windows-03309-2.png
window-0503,w-638,AWAKE,amber,double-hung,,roller shade,plants,,Potted plants silhouetted on the sill against a hazy amber-lit interior.,,WINDOWSTACK2026_6_0067_windows-03307.png
window-0504,w-639,ASLEEP,brown,double-hung,,roller shade,plants|vase,,A dim brown window with the faint silhouette of plants in a vase emerging from darkness.,,WINDOWSTACK2026_6_0068_windows-03305.png
window-0505,w-640,AWAKE,blue,double-hung,,sheer curtains,flag|signage,COTE,A Puerto Rican flag hangs behind sheer curtains above star-shaped decorations in the lower pane.,,WINDOWSTACK2026_6_0069_windows-03299.png
window-0506,w-642,AWAKE,amber,double-hung,,sheer curtains,plants|ceiling fixture,,A glowing ceiling light shines through sheer curtains above a sill lined with potted plants.,,WINDOWSTACK2026_6_0071_windows-03298.png
window-0507,w-643,AWAKE,brown,double-hung,,sheer curtains,lamp|plants,,"An ornate table lamp glows softly behind sheer curtains, flanked by potted plants on the sill.",,WINDOWSTACK2026_6_0072_windows-03297.png
window-0508,w-644,ASLEEP,black,double-hung,,,lamp,,A single warm orange orb glows against an otherwise dark window with a faint blue-lit upper pane.,,WINDOWSTACK2026_6_0073_windows-03294.png
window-0509,w-645,AWAKE,white,other,,,poster|sign|signage,We The People A Trusted Brand Since 1985 I'm DONE Divorce Document Preparation $499 @WeThePeopleDocs,"An advertising poster for divorce document preparation featuring a hand with a wedding ring and ""I'm DONE"" text.",,WINDOWSTACK2026_6_0074_windows-03292.png
window-0510,w-646,AWAKE,white,other,,,poster|sign|signage,We The People LEGAL DOCUMENT PREPARATION ALL YOU NEED IS LOVE and a Prenuptial Agreement $799 (212)633-2200 www.wtpny.com,A legal-service ad poster proclaims 'All You Need Is Love and a Prenuptial Agreement $799' over a paisley background.,,WINDOWSTACK2026_6_0075_windows-03291.png
window-0511,w-647,AWAKE,amber,double-hung,,sheer curtains,,,Warm sheer curtains glow softly above a dark lower pane crossed by a metal railing.,,WINDOWSTACK2026_6_0076_windows-03061.png
window-0512,w-649,ASLEEP,gold,other,,,,,The entire window is covered in crinkled aluminum foil glowing gold from interior light.,,WINDOWSTACK2026_6_0078_windows-03052.png
window-0513,w-650,AWAKE,red,other,ghoul,,holiday decoration,,"A spooky hanging figure backlit by an ominous red glow, evoking a Halloween display.",,WINDOWSTACK2026_6_0079_windows-03050.png
window-0514,w-651,AWAKE,red,other,ghoul,,,,A tattered hooded ghoul figure hangs against a blood-red glowing backdrop.,,WINDOWSTACK2026_6_0080_windows-03048.png
window-0515,w-652,AWAKE,amber,double-hung,,venetian blinds,plants,,Warm amber light glows through venetian blinds above a dark planter-lined balcony railing.,,WINDOWSTACK2026_6_0081_windows-03047.png
window-0516,w-653,AWAKE,amber,double-hung,,venetian blinds,,,A warm amber glow radiates through venetian blinds behind an ornate wrought-iron balcony railing.,,WINDOWSTACK2026_6_0082_windows-03046.png
window-0517,w-656,AWAKE,black,double-hung,,roller shade|security,,,A drawn shade glows amber behind security bars in an otherwise dark window.,,WINDOWSTACK2026_6_0085_windows-02940.png
window-0518,w-657,ASLEEP,black,double-hung,,roller shade,,,A nearly black window with a thin sliver of warm light leaking past a lowered shade.,,WINDOWSTACK2026_6_0086_windows-02939.png
window-0519,w-661,AWAKE,amber,paned grid,,,air conditioner|plants,,Straw hats and a fishing net hang as silhouettes against a warm amber backlit grid window.,,WINDOWSTACK2026_6_0090_windows-02935.png
window-0520,w-662,AWAKE,blue,double-hung,,,plants,,A cold blue-lit window with steamy condensation and dark plant silhouettes behind the glass.,,WINDOWSTACK2026_6_0091_windows-02934.png
window-0521,w-663,AWAKE,blue,double-hung,,sheer curtains,,,Sheer blue-toned curtains drape behind a dark double-hung frame with horizontal bars across the lower pane.,,WINDOWSTACK2026_6_0092_windows-02933.png
window-0522,w-664,AWAKE,blue,double-hung,,,air conditioner|sign|signage|spa,SPA,A dim blue-lit window with an air conditioner below a glowing 'SPA' sign and phone number.,,WINDOWSTACK2026_6_0093_windows-02933-3.png
window-0523,w-665,AWAKE,black,double-hung,,,open sign|neon sign|air conditioner|signage,OPEN,A glowing red-and-blue LED OPEN sign floats in an otherwise dark window above an air conditioner.,,WINDOWSTACK2026_6_0094_windows-02933-2.png
window-0524,w-667,AWAKE,amber,double-hung,,,plants|air conditioner,,"Silhouetted plants against a warm amber glow in the upper sash, with an air conditioner below.",,WINDOWSTACK2026_6_0096_windows-02917.png
window-0525,w-668,AWAKE,amber,double-hung,,venetian blinds,plants,,Silhouetted potted plants sit atop a glowing amber window with a blue frame and lower venetian blinds.,,WINDOWSTACK2026_6_0097_windows-02917-2.png
window-0526,w-669,AWAKE,green,double-hung,,roller shade,,,A muted color-block of olive green and warm amber panels glows behind a partly drawn shade.,,WINDOWSTACK2026_6_0098_windows-02889.png
window-0527,w-670,AWAKE,orange,other,,frosted glass,bottle,,Wine bottles silhouetted behind amber textured wire-mesh glass in a dark wood frame.,yes,WINDOWSTACK2026_6_0099_windows-02886.png
window-0528,w-671,ASLEEP,red,other,,abandoned,poster,,A pixel-art mural of a green cartoon turtle warrior fills the entire arched doorway against a red brick backdrop.,yes,WINDOWSTACK2026_6_0100_windows-02886-2.png
window-0529,w-672,AWAKE,orange,double-hung,,,lamp,,A glowing orange lamp casts a fiery silhouette of indistinct objects against the dark glass.,,WINDOWSTACK2026_6_0101_windows-02885.png
window-0530,w-673,AWAKE,amber,arched,,,plants,,Silhouetted climbing vines press against an amber-glowing arched paned window.,yes,WINDOWSTACK2026_6_0102_windows-02883.png
window-0531,w-674,AWAKE,purple,other,,,open sign|neon sign|signage,OPEN,"A glowing red and pink ""OPEN"" neon sign hovers in a darkened purple-lit window.",,WINDOWSTACK2026_6_0103_windows-02856.png
window-0532,w-675,AWAKE,amber,other,,sheer curtains,ceiling fixture,,A silhouetted suit-of-armor statue stands ominously against a glowing amber curtain.,,WINDOWSTACK2026_6_0104_windows-02853.png
window-0533,w-676,ASLEEP,brown,double-hung,,,,,"Glowing amber cloud-shaped cutouts float in a deep, shadowy window interior.",,WINDOWSTACK2026_6_0105_windows-02844.png
window-0534,w-677,AWAKE,brown,paned grid,,,figurine|plants,,"A dreamlike papercraft diorama of clouds, birds and trees glows in warm amber and red within the window.",,WINDOWSTACK2026_6_0106_windows-02843.png
window-0535,w-678,AWAKE,gold,storefront,cat,security,neon sign|figurine|signage,,A large spotted leopard statue sits before a golden gated storefront with a pink neon sign.,yes,WINDOWSTACK2026_6_0107_windows-02842.png
window-0536,w-679,AWAKE,amber,double-hung,,,lamp|vase,,A dark decorative jar with painted figures sits glowing in an amber-lit interior.,,WINDOWSTACK2026_6_0108_windows-02837.png
window-0537,w-680,AWAKE,amber,double-hung,,roller shade,,,Two upright skateboard decks silhouetted against a warm amber-lit interior.,,WINDOWSTACK2026_6_0109_windows-02837-2.png
window-0538,w-681,AWAKE,amber,paned grid,,,plants,,Dramatic silhouette of a flowering plant against a glowing amber backlit window.,,WINDOWSTACK2026_6_0110_windows-02836.png
window-0539,w-682,AWAKE,purple,double-hung,,,plants,,Silhouetted plants crowd the panes against a dusky purple glow with a warm amber light below.,,WINDOWSTACK2026_6_0111_windows-02835.png
window-0540,w-683,AWAKE,amber,double-hung,,roller shade,,,A softly glowing amber window with a partially drawn shade and a single dangling cord.,,WINDOWSTACK2026_6_0112_windows-02811.png
window-0541,w-684,AWAKE,amber,other,,security,air conditioner|signage,FRIEDRICH,A Friedrich air conditioner glows above an accordion security gate in warm amber light.,,WINDOWSTACK2026_6_0113_windows-02810.png
window-0542,w-685,ASLEEP,brown,double-hung,,curtains,,,A dim amber-curtained upper sash glows faintly above a dark gridded lower pane.,,WINDOWSTACK2026_6_0114_windows-02810-4.png
window-0543,w-686,AWAKE,amber,double-hung,,curtains,,,A makeshift bedsheet curtain glows softly amber behind a dark double-hung frame.,,WINDOWSTACK2026_6_0115_windows-02810-3.png
window-0544,w-687,AWAKE,amber,double-hung,,roller shade,,,A plain double-hung window covered by a softly glowing makeshift fabric shade.,,WINDOWSTACK2026_6_0116_windows-02810-2.png
window-0545,w-688,AWAKE,amber,double-hung,,frosted glass,bottle,,A glowing amber frosted window with dark silhouettes of bottles lined along the sill.,,WINDOWSTACK2026_7_0000_windows-09599.png
window-0546,w-689,AWAKE,brown,casement,,roller shade,furniture,,A dim warm-toned room with a half-drawn shade and shadowy clutter stacked along the sill.,,WINDOWSTACK2026_7_0001_windows-09589.png
window-0547,w-690,AWAKE,brown,double-hung,,curtains|security,,,A floral block-print curtain glows softly behind dark security bars on a double-hung window.,,WINDOWSTACK2026_7_0002_windows-09588.png
window-0548,w-691,AWAKE,brown,double-hung,,sheer curtains,chandelier|plants,,A warm chandelier glows above sheer curtains framing a delicate plant silhouette streaked with red light.,,WINDOWSTACK2026_7_0003_windows-09587.png
window-0549,w-692,AWAKE,brown,double-hung,,sheer curtains|roller shade,lamp|flowers|plants,,A backlit flowering plant silhouettes against a warm sheer-curtained lower pane below a glowing shaded upper window.,,WINDOWSTACK2026_7_0004_windows-09586.png
window-0550,w-693,AWAKE,amber,double-hung,,roller shade,air conditioner|plants,,A colorful hanging mobile dangles in the warm amber glow above a window air conditioner.,,WINDOWSTACK2026_7_0005_windows-09574.png
window-0551,w-694,ASLEEP,brown,double-hung,,,,,A dim brown double-hung window holding a few faint pale objects barely emerging from darkness.,,WINDOWSTACK2026_7_0006_windows-09573.png
window-0552,w-695,AWAKE,amber,double-hung,,,books|ceiling fixture,,A row of upright books lines the lower sill beneath a warmly lit interior with recessed ceiling lights.,,WINDOWSTACK2026_7_0007_windows-09567.png
window-0553,w-697,AWAKE,black,double-hung,,curtains,lamp|plants,,"A warm amber glow leaks from behind curtains in the lower sash, with a plant silhouette beside a lamp.",,WINDOWSTACK2026_7_0009_windows-09563.png
window-0554,w-698,AWAKE,green,other,,,holiday decoration,,A hand-painted Christmas tree with a gold star fills the glowing window.,,WINDOWSTACK2026_7_0010_windows-09551.png
window-0555,w-699,AWAKE,amber,other,,roller shade,,,"A warm amber glow behind a half-drawn roller shade, with two dark rectangular objects on the sill.",,WINDOWSTACK2026_7_0011_windows-09551-2.png
window-0556,w-700,AWAKE,green,double-hung,,,neon sign|signage,GUIDANCE,"A vertical green neon sign reading ""GUIDANCE"" glows intensely behind a dark double-hung window.",,WINDOWSTACK2026_7_0012_windows-09547.png
window-0557,w-701,AWAKE,red,other,,,neon sign|signage,CHAKRA HEALING,"A glowing red neon sign reading ""CHAKRA HEALING"" with a meditating figure silhouette.",,WINDOWSTACK2026_7_0013_windows-09545.png
window-0558,w-702,AWAKE,amber,double-hung,,roller shade,,,"A glowing amber window with a six-pane upper sash, evenly lit like a softly illuminated lightbox.",,WINDOWSTACK2026_7_0014_windows-09496.png
window-0559,w-704,ASLEEP,brown,paned grid,,venetian blinds,,,A dim double-hung paned window glowing softly amber behind closed blinds.,,WINDOWSTACK2026_7_0016_windows-09482.png
window-0560,w-706,AWAKE,gray,double-hung,,roller shade,plants,,A leafy potted plant sits on the sill of a dim double-hung window with a half-drawn shade.,,WINDOWSTACK2026_7_0018_windows-09462.png
window-0561,w-707,AWAKE,blue,double-hung,,frosted glass,plants,,"Spiky plant silhouettes loom behind a frosted, glowing blue windowpane.",,WINDOWSTACK2026_7_0019_windows-09461.png
window-0562,w-713,AWAKE,brown,double-hung,,curtains,lamp|books,,A small glowing lamp illuminates a ceramic figurine against drawn curtains in near darkness.,,WINDOWSTACK2026_7_0025_windows-09453-2.png
window-0563,w-714,AWAKE,amber,paned grid,,curtains,,,Warm amber curtains glow behind a paned grid accented by ornate wrought-iron scrollwork.,,WINDOWSTACK2026_7_0026_windows-09425-3.png
window-0564,w-715,AWAKE,black,storefront,,,sign|signage,LA VIRTU WAX STUDIO LAVIRTUWAX.COM LA_VIRTU,"A glowing white lightbox sign reading ""LA VIRTU WAX STUDIO"" anchors an otherwise pitch-black storefront.",,WINDOWSTACK2026_7_0027_windows-09424.png
window-0565,w-716,AWAKE,amber,casement,,,,,A pair of tall casement panels glowing softly amber with no discernible contents.,,WINDOWSTACK2026_7_0028_windows-09374.png
window-0566,w-717,AWAKE,black,double-hung,,sheer curtains,plants|bonsai,,A bonsai-like plant silhouetted against a small patch of warm amber glow in an otherwise dark window.,,WINDOWSTACK2026_7_0029_windows-09373.png
window-0567,w-718,ASLEEP,brown,paned grid,,,,,"A tall paned wooden window glowing dim amber, its many small panes revealing shadowy vertical slats within.",,WINDOWSTACK2026_7_0030_windows-09361-copy.png
window-0568,w-720,AWAKE,amber,storefront,,,bottle|flowers|plants,,Large sculptural paper flowers loom over a warmly lit boutique display window.,,WINDOWSTACK2026_7_0032_windows-09303.png
window-0569,w-721,AWAKE,black,paned grid,cat,,furniture,,A cat silhouette sits perched against a dim amber glow within a darkened paned window.,,WINDOWSTACK2026_7_0033_windows-09295.png
window-0570,w-725,AWAKE,amber,double-hung,,frosted glass,plants,,Silhouetted bird ornaments hang against a glowing amber pane behind tangled bare branches.,,WINDOWSTACK2026_7_0037_windows-09291.png
window-0571,w-727,AWAKE,amber,double-hung,,,plants|string lights,,Backlit plant silhouettes glow against a deep amber interior light.,,WINDOWSTACK2026_7_0039_windows-09244.png
window-0572,w-728,AWAKE,amber,double-hung,,,,,"A muted amber double-hung window glows softly against dark brick, its panes hazy and empty.",,WINDOWSTACK2026_7_0040_windows-09227.png
window-0573,w-729,AWAKE,orange,paned grid,,,plants,,A silhouetted potted plant sits against a glowing amber-orange paned window.,,WINDOWSTACK2026_7_0041_windows-09174.png
window-0574,w-730,AWAKE,amber,other,,venetian blinds,,,Warm amber light bleeds through bowed venetian blinds across stacked dark window panels.,,WINDOWSTACK2026_7_0042_windows-09157.png
window-0575,w-731,AWAKE,red,double-hung,,roller shade,,,"A glowing red shade fills the window with an intense, eerie crimson light.",,WINDOWSTACK2026_7_0043_windows-09075.png
window-0576,w-732,ASLEEP,amber,double-hung,,roller shade,air conditioner,,A window unit air conditioner sits below a glowing amber bamboo-style shade.,,WINDOWSTACK2026_7_0044_windows-09055.png
window-0577,w-735,AWAKE,amber,double-hung,,roller shade,lamp|plants|grow light,,A warm amber hanging lamp glows above while blue grow lights illuminate potted plants on the lower sill.,,WINDOWSTACK2026_7_0047_windows-08996.png
window-0578,w-736,AWAKE,orange,double-hung,,roller shade,string lights|holiday decoration,,Two illuminated holiday decorations — a cornucopia and a snowman — framed by colorful string lights in a glowing double-hung window.,,WINDOWSTACK2026_7_0048_windows-08852.png
window-0579,w-737,ASLEEP,brown,double-hung,,,,,Murky red and orange forms behind the dark glass suggest an obscured painting or shadowy interior scene.,,WINDOWSTACK2026_7_0049_windows-08473.png
window-0580,w-738,ASLEEP,green,double-hung,,,holiday decoration,,Glittering snowflake decals cling to the dark panes of a quiet double-hung window.,,WINDOWSTACK2026_7_0050_windows-08469.png
window-0581,w-739,AWAKE,green,double-hung,,curtains,figurine|plants,,An eerie green glow illuminates figurines and a model ship on the dark windowsill.,,WINDOWSTACK2026_7_0051_windows-08467.png
window-0582,w-741,AWAKE,blue,double-hung,,,plants|air conditioner,,Silhouetted houseplants spread against an eerie blue interior glow above a window air conditioner.,,WINDOWSTACK2026_7_0053_windows-08457.png
window-0583,w-742,AWAKE,amber,double-hung,,sheer curtains,,,Sheer curtains drawn across a double-hung window glow with a rich amber warmth.,,WINDOWSTACK2026_7_0054_windows-08397.png
window-0584,w-743,AWAKE,orange,double-hung,ghoul,sheer curtains,string lights,,A glowing string-light jack-o'-lantern face floats against sheer curtains in warm orange light.,,WINDOWSTACK2026_7_0055_windows-08219.png
window-0585,w-744,AWAKE,amber,double-hung,,sheer curtains,string lights,,A glowing wreath-like ring of warm string lights shines through sheer curtains in the lower sash.,,WINDOWSTACK2026_7_0056_windows-08218.png
window-0586,w-745,AWAKE,amber,double-hung,,roller shade,air conditioner,,A glowing orange appliance sits on the sill beneath layered amber shades.,,WINDOWSTACK2026_7_0057_windows-09224.png
window-0587,w-746,AWAKE,gray,double-hung,,security,ceiling fixture,,A bare cool-toned interior glows behind vertical security bars and a frosted double-hung window.,,WINDOWSTACK2026_7_0058_windows-09215.png
window-0588,w-748,AWAKE,amber,paned grid,,security,,,A heavily barred paned window glows with a soft amber light revealing dim silhouettes within.,,WINDOWSTACK2026_7_0060_windows-09211.png
window-0589,w-749,AWAKE,amber,double-hung,cat,sheer curtains,plants,,"A warm amber glow silhouettes a leafy plant behind sheer curtains in a paned double-hung window, a cat hidden among the leaves.",,WINDOWSTACK2026_7_0061_windows-09096.png
window-0590,w-750,AWAKE,amber,double-hung,cat,roller shade,,,A cat's silhouette peers down against the warm amber glow of a partially shaded window.,,WINDOWSTACK2026_7_0062_windows-09087.png
window-0591,w-751,AWAKE,amber,double-hung,,,open sign|neon sign|signage,OPEN,"An illuminated LED ""OPEN"" sign glows above stacked food containers in a shop window.",,WINDOWSTACK2026_7_0063_windows-09045.png
window-0592,w-752,AWAKE,red,other,,,neon sign|signage,PUBKEY BAR 85 WASHINGTON PL,A neon bar sign reading PUBKEY BAR with glowing playing cards framed in red.,,WINDOWSTACK2026_7_0064_windows-09006.png
window-0593,w-753,AWAKE,orange,double-hung,ghoul,pleated shade,string lights|holiday decoration|sign|signage,Give Thanks,"A glowing orange Thanksgiving display with a lit ""Give Thanks"" sign and string lights framing the panes.",,WINDOWSTACK2026_7_0065_windows-08851.png
window-0594,w-754,AWAKE,red,other,ghoul,security,holiday decoration,,A glowing red jack-o'-lantern face leers through an ornate security gate in the dark.,yes,WINDOWSTACK2026_7_0066_windows-08476.png
window-0595,w-755,AWAKE,orange,paned grid,ghoul,,holiday decoration|poster,,"A spooky Halloween display with a dark wreath, skeleton legs, and skull posters glowing against vivid orange light.",,WINDOWSTACK2026_7_0067_windows-08471.png
window-0596,w-756,AWAKE,brown,double-hung,,curtains,lamp|figurine,,A dim amber-lit interior with a small face-like figurine peeking up at the lower right.,,WINDOWSTACK2026_7_0068_windows-08462.png
window-0597,w-758,ASLEEP,brown,double-hung,,abandoned,,,"The window is sealed from inside with crinkled plastic sheeting, suggesting a vacant or under-renovation unit.",,WINDOWSTACK2026_7_0070_windows-08226.png
window-0598,w-759,AWAKE,orange,double-hung,,curtains,,,A glowing amber slit between parted curtains casts dramatic warm light over a silhouetted radiator.,,WINDOWSTACK2026_7_0071_windows-08186.png
window-0599,w-760,AWAKE,amber,double-hung,,,lamp,,A glowing amber lamp silhouetted behind rippled textured glass in the lower sash.,,WINDOWSTACK2026_7_0072_windows-08184.png
window-0600,w-761,AWAKE,amber,double-hung,,roller shade|security,plants,,A leaf-patterned shade glows amber above a window where a dramatic plant silhouette spreads against the warm light.,,WINDOWSTACK2026_7_0073_windows-08184-3.png
window-0601,w-762,AWAKE,amber,double-hung,,curtains,plants|air conditioner,,A botanical leaf-patterned curtain glows amber above a shelf of plants and a window air conditioner.,,WINDOWSTACK2026_7_0074_windows-08184-2.png
window-0602,w-763,AWAKE,amber,double-hung,,sheer curtains,plants,,A glowing amber window with a bonsai-like plant silhouetted against sheer curtains.,,WINDOWSTACK2026_7_0075_windows-08183.png
window-0603,w-764,AWAKE,amber,double-hung,,curtains,bottle,,A row of plastic bottles silhouetted on the sill against a warm amber glow.,,WINDOWSTACK2026_7_0076_windows-08183-6.png
window-0604,w-765,AWAKE,amber,paned grid,,curtains,air conditioner|bottle,,A softly glowing amber window with a curtain drawn aside above a window air conditioner unit.,,WINDOWSTACK2026_7_0077_windows-08183-5.png
window-0605,w-766,AWAKE,amber,double-hung,,curtains,,,"A single warm amber curtain swept to one side, tied back against a glowing interior.",,WINDOWSTACK2026_7_0078_windows-08183-4.png
window-0606,w-768,AWAKE,amber,paned grid,,sheer curtains,air conditioner,,A glowing amber-curtained window with an air conditioner unit set into the lower pane.,,WINDOWSTACK2026_7_0080_windows-08183-2.png
window-0607,w-771,AWAKE,blue,paned grid,,,,,An intense blue glow silhouettes shadowy clutter behind a six-over-six paned window.,,WINDOWSTACK2026_7_0083_windows-07156.png
window-0608,w-772,AWAKE,amber,double-hung,,roller shade,,,"A glowing amber interior seen through textured, sparkling glass casting shadowy forms.",,WINDOWSTACK2026_7_0084_windows-06961.png
window-0609,w-773,AWAKE,amber,double-hung,,roller shade,plants,,A dim amber glow with murky shadows of plants pressed behind a drawn shade.,,WINDOWSTACK2026_7_0085_windows-06769.png
window-0610,w-774,AWAKE,black,other,,roller shade,air conditioner,,A dim air conditioner unit sits above a window glowing faintly amber behind a partly drawn shade.,,WINDOWSTACK2026_7_0086_windows-06769-2.png
window-0611,w-775,AWAKE,white,double-hung,,sheer curtains,plants|flowers,,Purple and white orchids bloom on the sill behind a soft sheer curtain.,yes,WINDOWSTACK2026_7_0087_windows-06501.png
window-0612,w-776,AWAKE,gray,double-hung,,roller shade,plants|flowers,,Delicate orchids in pots silhouetted against a dimly lit shaded window.,,WINDOWSTACK2026_7_0088_windows-06501-2.png
window-0613,w-778,AWAKE,brown,double-hung,,roller shade,figurine,,A row of small figurine silhouettes lines the sill beneath a dim warm glow.,,WINDOWSTACK2026_7_0090_windows-05959.png
window-0614,w-779,AWAKE,brown,double-hung,,venetian blinds,ceiling fixture,,Small silhouetted figurines line the sill beneath warm light filtered through partly drawn blinds.,,WINDOWSTACK2026_7_0091_windows-05959-2.png
window-0615,w-780,AWAKE,white,other,,,sign|poster|signage,NYC,"Several taped-up NYC permit notices fill an otherwise dark, vacant window.",,WINDOWSTACK2026_7_0092_windows-05958.png
window-0616,w-781,AWAKE,amber,other,,stained glass,religious item,,A stained-glass window with a diamond lattice pattern and a central blue medallion depicting a chalice.,,WINDOWSTACK2026_7_0093_windows-05956.png
window-0617,w-782,AWAKE,amber,paned grid,,sheer curtains,plants,,A sheer curtain swept to one side glows amber over a silhouetted plant on the sill.,,WINDOWSTACK2026_7_0094_windows-05955.png
window-0618,w-783,AWAKE,black,paned grid,,,holiday decoration,,A glowing star-shaped lamp shines warmly in an otherwise dark paned window.,,WINDOWSTACK2026_7_0095_windows-05952.png
window-0619,w-784,AWAKE,amber,double-hung,,sheer curtains,,,Warm amber light glows softly through rippled sheer curtains in a classic double-hung window.,,WINDOWSTACK2026_7_0096_windows-05951.png
window-0620,w-785,AWAKE,brown,double-hung,,roller shade,plants,,A silhouetted potted plant sits below a partially raised shade in warm amber light.,,WINDOWSTACK2026_7_0097_windows-05950.png
window-0621,w-787,AWAKE,amber,other,,stained glass,framed art,,An ornate amber stained-glass window with geometric leading and circular glass jewels.,,WINDOWSTACK2026_7_0099_windows-05948.png
window-0622,w-789,AWAKE,orange,double-hung,,curtains,,,"Glowing orange curtains fill a wood-framed window with an intense, fiery warmth.",,WINDOWSTACK2026_7_0101_windows-05596-3.png
window-0623,w-793,AWAKE,amber,double-hung,,sheer curtains,plants,,A window densely packed with silhouetted potted and hanging plants glowing warm amber.,,WINDOWSTACK2026_7_0105_windows-05551.png
window-0624,w-795,AWAKE,amber,double-hung,,,plants,,An amber-lit window crowded with hanging and potted plants behind a security railing.,,WINDOWSTACK2026_7_0107_windows-05520.png
window-0625,w-796,AWAKE,amber,double-hung,,roller shade,sign|signage,SMKING STEAK,"A glowing amber window with an illuminated light-up letter sign reading ""SMKING STEAK"".",,WINDOWSTACK2026_7_0108_windows-05485.png
window-0626,w-797,AWAKE,amber,double-hung,,roller shade,plants,,A silhouetted hanging plant glows against a deep amber interior in a double-hung window.,,WINDOWSTACK2026_7_0109_windows-05482.png
window-0627,w-798,AWAKE,amber,double-hung,,sheer curtains,,,Warm amber light glows softly through sheer curtains parted at the center of a double-hung window.,,WINDOWSTACK2026_7_0110_windows-04734.png
window-0628,w-799,AWAKE,amber,double-hung,,,lamp|plants,,A glowing table lamp anchors the window beneath a hanging plant in a cascading planter.,,WINDOWSTACK2026_7_0111_windows-04730.png
window-0629,w-800,AWAKE,brown,double-hung,,sheer curtains,plants,,"A large leafy plant fills the upper sash above a dim, shadowed lower pane.",,WINDOWSTACK2026_7_0112_windows-04706.png
window-0630,w-801,AWAKE,amber,paned grid,,security|stained glass,plants|signage,,Warm amber glow behind security bars with colorful hanging stained-glass star and peace-sign ornaments.,,WINDOWSTACK2026_7_0113_windows-04705.png
window-0631,w-802,AWAKE,gray,double-hung,,,lamp|plants|flowers|vase,,"A silhouetted floral arrangement and lamp sit before a pale, fog-toned interior.",,WINDOWSTACK2026_7_0114_windows-04704.png
window-0632,w-804,AWAKE,brown,double-hung,,sheer curtains,,,"A dim amber-brown window veiled by sheer curtains, glowing with quiet warmth.",,WINDOWSTACK2026_7_0116_windows-04703-3.png
window-0633,w-805,AWAKE,amber,double-hung,,curtains,lamp,,"A glowing lamp peeks from behind a draped, tied-back curtain in a darkened double-hung window.",,WINDOWSTACK2026_7_0117_windows-04703-2.png
window-0634,w-806,AWAKE,red,double-hung,,roller shade,,,A deep red glowing shade fills the upper sash while the lower sash sits dark behind vertical muntins.,,WINDOWSTACK2026_7_0118_windows-04700.png
window-0635,w-807,AWAKE,red,paned grid,,roller shade,air conditioner,,A deep red glow seeps through panes above a window air conditioner unit.,,WINDOWSTACK2026_7_0119_windows-04700-2.png
window-0636,w-808,AWAKE,amber,other,,security,,,A warm amber-lit interior glimpsed through a dark diamond-mesh security screen.,,WINDOWSTACK2026_8_0000_windows-09940.png
window-0637,w-809,AWAKE,amber,double-hung,,security,,,A glowing amber window seen through a dense metal mesh screen with a shadowy form inside.,,WINDOWSTACK2026_8_0001_windows-09940-2.png
window-0638,w-810,AWAKE,amber,double-hung,,security,jar,,A warm amber-lit window seen through a diamond-mesh security screen with silhouetted objects on shelves.,,WINDOWSTACK2026_8_0002_windows-09938.png
window-0639,w-811,AWAKE,amber,double-hung,,venetian blinds,,,Warm amber glow filters through closed venetian blinds in a darkened double-hung window.,,WINDOWSTACK2026_8_0003_windows-09933.png
window-0640,w-812,AWAKE,orange,double-hung,,lace curtains,plants|flowers|bottle|jar,,Multiple shelves crowded with potted plants and bottles glow against a vivid orange interior wall.,,WINDOWSTACK2026_8_0004_windows-09933-3.png
window-0641,w-814,AWAKE,red,other,,curtains,neon sign|string lights|signage,,A glowing red neon eye dominates a dark curtained window framed in black.,,WINDOWSTACK2026_8_0006_windows-09931.png
window-0642,w-815,AWAKE,purple,double-hung,,sheer curtains,string lights,,Multicolored string lights glow softly behind sheer curtains beside a small bird image.,,WINDOWSTACK2026_8_0007_windows-09929.png
window-0643,w-816,AWAKE,amber,double-hung,,curtains,signage,2,"A warm amber-glowing curtained window with a dark number ""2"" and silhouetted objects lined along the lower sill.",,WINDOWSTACK2026_8_0008_windows-09928.png
window-0644,w-817,AWAKE,amber,paned grid,,security,,,"A grid of vertical bars glows amber-gold, casting an enigmatic warm light through the barred frame.",,WINDOWSTACK2026_8_0009_windows-09928-2.png
